county	state	male	female	white	black	asian	hispanic	total_population	young	mid_age	senior
Emporia city	Virginia	0.4616851	0.53831494	0.33411777	0.63803095	0.004706706	0.05004279	102832	0.6397814	0.182239	0.17797962
Milwaukee County	Wisconsin	0.4833298	0.51667017	0.65440494	0.27256212	0.00920929	0.13890325	17143776	0.6382257	0.21269521	0.14907911
Churchill County	Nevada	0.5040267	0.49597326	0.8572975	0.019844932	0.050921988	0.1262136	439810	0.63278913	0.18186945	0.1853414
Elbert County	Georgia	0.47897306	0.52102697	0.6830075	0.29629004	0.003024404	0.051634926	354450	0.62505287	0.17898153	0.19596557
Rappahannock County	Virginia	0.49737892	0.5026211	0.92922324	0.04355034	0.0024194631	0.033036128	133914	0.60514957	0.15519662	0.23965381
St. Louis County	Minnesota	0.50162977	0.49837023	0.92954904	0.014455539	0.023109226	0.013646752	3605400	0.6157231	0.188847	0.1954299
Yolo County	California	0.48733398	0.51266605	0.76155573	0.02866388	0.017880661	0.30887052	3706686	0.6379893	0.22728631	0.1347244
Hardin County	Iowa	0.49832407	0.50167596	0.9667814	0.013490478	0.0031858725	0.03891361	313258	0.62596005	0.1616112	0.21242873
Green Lake County	Wisconsin	0.50062996	0.49937004	0.9767412	0.0060242023	0.0041196635	0.043095313	341290	0.62447184	0.15936008	0.21616806
Ada County	Idaho	0.5009856	0.49901438	0.9264155	0.012023189	0.008233616	0.074839264	7416668	0.6403766	0.20948194	0.15014142
Clay County	Florida	0.4909584	0.5090416	0.83010876	0.10506419	0.005099385	0.08477246	3534544	0.6384345	0.19475639	0.16680907
Gallatin County	Kentucky	0.50288	0.49712002	0.9614447	0.014335011	0.0022702506	0.048077423	154168	0.6425328	0.19428805	0.16317913
Banner County	Nebraska	0.50598085	0.49401915	0.9837022	0.00583134	0.0035885167	0.039324164	13376	0.60743123	0.13105562	0.26151314
Tyler County	Texas	0.539315	0.460685	0.86395985	0.11316899	0.007044034	0.0708635	387562	0.6095025	0.1890046	0.20149292
Phillips County	Kansas	0.49610987	0.5038901	0.9704632	0.004551835	0.004672148	0.026970122	99740	0.62941647	0.1514638	0.21911971
Washington County	Tennessee	0.4889009	0.5110991	0.9240757	0.04163025	0.003751315	0.03093077	2247212	0.6156206	0.20350996	0.18086945
Carson County	Texas	0.4952485	0.5047515	0.9613326	0.006480976	0.012761696	0.09144366	109860	0.6381668	0.16657564	0.1952576
Fountain County	Indiana	0.49751624	0.5024837	0.9801497	0.003342246	0.0033684596	0.022786254	305184	0.62913847	0.17454717	0.19631435
Boise County	Idaho	0.51770633	0.48229367	0.9559821	0.0037587972	0.011244401	0.036644273	125040	0.6084773	0.13956334	0.25195938
Henrico County	Virginia	0.4714744	0.5285256	0.59949654	0.30002818	0.0036836825	0.05104059	5683986	0.62983584	0.20663193	0.16353224
Montgomery County	Georgia	0.5146994	0.4853006	0.71952236	0.26477295	0.001017556	0.05917762	163136	0.6301675	0.19752844	0.1723041
Stearns County	Minnesota	0.5042963	0.4957037	0.9199145	0.03922076	0.00401853	0.029616242	2743292	0.6374815	0.20763375	0.15488471
Bear Lake County	Idaho	0.4966107	0.5033893	0.97688186	0.002016769	0.00739482	0.0392523	107102	0.6483819	0.15388134	0.19773674
Wabash County	Indiana	0.48558724	0.51441276	0.9708698	0.006682597	0.0072132335	0.022961158	584204	0.62699157	0.17488411	0.19812429
Georgetown County	South Carolina	0.4763971	0.5236029	0.6521194	0.330707	0.0027652562	0.030505953	1089230	0.6132846	0.1574828	0.22923258
Fort Bend County	Texas	0.49121237	0.50878763	0.5755965	0.21442011	0.005765389	0.23909774	11572506	0.65624535	0.20557207	0.1381826
Liberty County	Georgia	0.5018669	0.49813315	0.49911138	0.42348498	0.006992228	0.11147704	1148990	0.6616611	0.23290107	0.10543782
Holmes County	Ohio	0.49968985	0.5003102	0.988466	0.0036087052	8.4683596E-4	0.00856617	777010	0.6822589	0.17824224	0.13949884
Windsor County	Vermont	0.489481	0.51051897	0.9648814	0.0067715896	0.002795973	0.013590602	1012170	0.6056611	0.17059585	0.22374305
Bandera County	Texas	0.495351	0.50464904	0.963962	0.0064551984	0.010965288	0.17258571	374272	0.6012312	0.14606489	0.2527039
Williamsburg city	Virginia	0.4648327	0.53516734	0.75479275	0.14936735	0.0036414266	0.07152037	261436	0.6264899	0.23440918	0.13910097
Sitka City and Borough	Alaska	0.5073404	0.49265963	0.6612326	0.0076459656	0.16673942	0.056889478	160346	0.6261148	0.19970563	0.17417958
Crawford County	Iowa	0.51003283	0.48996714	0.9463273	0.020739522	0.010262856	0.26134	308686	0.64649516	0.1734643	0.18004055
Warren County	New York	0.48915696	0.51084304	0.9655205	0.0104710255	0.0025028305	0.020395515	1174670	0.609372	0.17955086	0.21107715
Powell County	Kentucky	0.4964023	0.5035977	0.9804506	0.007417751	0.001289657	0.012736474	224866	0.63255894	0.19444469	0.17299636
Woods County	Oklahoma	0.53372735	0.46627265	0.89944106	0.033523757	0.028390933	0.056917593	162094	0.6213123	0.20935383	0.16933385
Perry County	Kentucky	0.49446145	0.5055386	0.966745	0.015778882	0.0015633183	0.0080922395	507894	0.62006444	0.19722028	0.1827153
Montgomery County	Mississippi	0.4755862	0.5244138	0.533157	0.4556437	0.0021097045	0.010684972	190548	0.63088566	0.17190944	0.1972049
Delta County	Michigan	0.4960467	0.5039533	0.9465179	0.002688911	0.024641301	0.0102510955	661978	0.6139962	0.16228032	0.22372344
Cumberland County	Virginia	0.4834787	0.51652133	0.6468149	0.32393005	0.0044731162	0.022129564	177952	0.62026274	0.18018904	0.1995482
Clay County	South Dakota	0.4901708	0.50982916	0.909589	0.015857112	0.0316347	0.02380157	251496	0.6325707	0.24397208	0.12345723
Keokuk County	Iowa	0.5011767	0.49882331	0.98427844	0.005050668	0.0019665367	0.012121603	186114	0.62673414	0.16322254	0.21004331
Grayson County	Virginia	0.48974946	0.51025057	0.96396536	0.02243011	0.0022553392	0.028253382	275790	0.6028029	0.16457449	0.23262265
Sheboygan County	Wisconsin	0.50270516	0.49729484	0.91508454	0.016759826	0.004624363	0.0577559	2076394	0.6280301	0.18622622	0.18574364
Clear Creek County	Colorado	0.5204762	0.4795238	0.9572049	0.007383071	0.010668477	0.0532454	164972	0.58946365	0.17998812	0.23054822
Pope County	Minnesota	0.5061871	0.49381292	0.9785325	0.004171983	0.0031289873	0.010470462	197508	0.61480546	0.15897077	0.22622375
Jackson Parish	Louisiana	0.5100773	0.4899227	0.68732864	0.29439723	0.003010098	0.014313463	290356	0.62360346	0.18976705	0.18662952
Milam County	Texas	0.49379656	0.5062034	0.8698999	0.10018397	0.011568578	0.24474362	441368	0.6402571	0.16385193	0.19589096
Burke County	Georgia	0.4801394	0.51986057	0.4893103	0.48945472	0.0029558595	0.028456165	415446	0.64881355	0.18357138	0.16761504
Castro County	Texas	0.50792587	0.49207413	0.94694686	0.023317147	0.016033154	0.61675316	143328	0.667476	0.17350413	0.15901987
McKenzie County	North Dakota	0.52590513	0.4740949	0.8026068	0.008442682	0.16362245	0.049363974	159428	0.6546027	0.19617006	0.14922723
Riley County	Kansas	0.52679074	0.47320923	0.8450276	0.06695122	0.007149134	0.07297099	1324636	0.62772566	0.27910686	0.093167484
Alameda County	California	0.4902029	0.5097971	0.52111906	0.12562464	0.011414751	0.22540721	28184582	0.62247694	0.22313316	0.15438995
Essex County	New York	0.51922315	0.48077685	0.94588417	0.030169278	0.005064353	0.028542979	700978	0.60091186	0.18213981	0.21694832
LaSalle Parish	Louisiana	0.5161271	0.4838729	0.8565056	0.12063868	0.011722038	0.024077095	268554	0.6288605	0.19865279	0.17248672
Leslie County	Kentucky	0.4952778	0.5047222	0.9871295	0.0026022305	0.0014468	0.004430825	199060	0.6183563	0.1934693	0.18817443
Walker County	Alabama	0.48750505	0.512495	0.9172358	0.059983548	0.0045897127	0.021341996	1191360	0.6231131	0.18345337	0.19343355
Grant County	Oregon	0.49790567	0.5020943	0.95201236	0.0023675105	0.014493413	0.032189038	131784	0.6036469	0.13991836	0.25643477
Loudon County	Tennessee	0.49010822	0.5098918	0.96155316	0.013470237	0.004389655	0.07534942	896198	0.6099099	0.16169752	0.22839262
Knott County	Kentucky	0.4973918	0.50260824	0.9821467	0.008249559	0.0011400145	0.0077175526	289470	0.6225239	0.19136353	0.18611255
Larue County	Kentucky	0.49569517	0.5043048	0.9486403	0.031103088	0.0032806185	0.030153435	254830	0.62569946	0.18628497	0.18801554
Moody County	South Dakota	0.504118	0.49588197	0.81079453	0.009817913	0.13788064	0.025430286	116318	0.64168054	0.16791038	0.19040905
Huerfano County	Colorado	0.5002955	0.49970448	0.9031664	0.008139829	0.051692985	0.34825635	118430	0.5919362	0.13057502	0.2774888
Tarrant County	Texas	0.4898411	0.51015896	0.75795025	0.15821853	0.008932508	0.2737981	34046658	0.6506602	0.21392815	0.13541171
Lake County	Tennessee	0.6386338	0.36136618	0.69863844	0.28034773	0.0039580874	0.019574542	138956	0.59114397	0.24243645	0.16641958
Yakutat City and Borough	Alaska	0.5539469	0.4460531	0.40193036	0.016373664	0.36418477	0.032574974	11604	0.6246984	0.19984488	0.17545673
Juab County	Utah	0.5120363	0.48796365	0.9675147	0.0037626938	0.010090861	0.041742384	187100	0.6949279	0.17632282	0.12874933
McDonough County	Illinois	0.49831113	0.50168884	0.9078428	0.052686952	0.0028551456	0.026641103	577904	0.6171596	0.22467573	0.15816468
Walton County	Georgia	0.48643515	0.5135649	0.80380064	0.16429688	0.0036216092	0.03611779	1546274	0.6430128	0.19555655	0.16143064
Rush County	Kansas	0.49518198	0.504818	0.9755979	0.003188908	0.0068284227	0.0294974	57700	0.6073137	0.14942807	0.24325824
Moniteau County	Missouri	0.5286643	0.47133574	0.94169074	0.038531825	0.0038030862	0.041713998	283454	0.63643485	0.19843079	0.16513439
Scott County	Minnesota	0.49832192	0.5016781	0.87606704	0.032054782	0.009932467	0.04612509	2440884	0.65748805	0.21182613	0.13068585
Sanpete County	Utah	0.5239524	0.4760476	0.94572073	0.009917577	0.015753295	0.0947046	508592	0.67233264	0.19236638	0.135301
Essex County	Vermont	0.5069245	0.4930755	0.9724267	0.0044202833	0.0057035913	0.011478478	112210	0.6008377	0.1600303	0.23913199
Carroll County	Tennessee	0.48473832	0.5152617	0.87215793	0.10325073	0.0049869954	0.022580117	512132	0.6249619	0.17828216	0.19675592
Kankakee County	Illinois	0.49122146	0.5087785	0.81360286	0.15404072	0.00392058	0.09479201	2022660	0.638838	0.19226661	0.16889541
Sabine County	Texas	0.49202025	0.50797975	0.9026017	0.072012454	0.0072170263	0.035495985	190106	0.60499406	0.13659748	0.25840846
Brooke County	West Virginia	0.48751646	0.51248354	0.9691062	0.013563467	0.0011525434	0.0077257883	426882	0.6080205	0.17176643	0.22021309
Levy County	Florida	0.491673	0.508327	0.8758536	0.09432202	0.0058734915	0.07745477	722228	0.61290896	0.163969	0.22312206
Elmore County	Idaho	0.51982766	0.48017234	0.8857077	0.029912788	0.015185458	0.15770096	475850	0.64872545	0.2163602	0.13491437
Hardin County	Illinois	0.50527614	0.49472386	0.9681594	0.009869803	0.0066148676	0.016327174	76192	0.6085022	0.1637836	0.2277142
Koochiching County	Minnesota	0.49782723	0.50217277	0.9466653	0.0064588957	0.02554701	0.012315188	235644	0.6122456	0.15713958	0.23061483
Pulaski County	Illinois	0.47931486	0.52068514	0.6470985	0.3242793	0.004941969	0.018120553	106840	0.6239236	0.16446088	0.2116155
Elmore County	Alabama	0.48622033	0.5137797	0.7657614	0.20690055	0.004359703	0.027527543	1445970	0.62823915	0.20852369	0.16323714
Meade County	South Dakota	0.5167463	0.48325372	0.92018527	0.016301678	0.026053047	0.036862966	472344	0.63475347	0.19787274	0.16737378
Tooele County	Utah	0.5048029	0.49519715	0.9475407	0.008082256	0.012189542	0.11729562	1088310	0.6885216	0.19952312	0.11195523
Mississippi County	Arkansas	0.48566246	0.51433754	0.6302632	0.34718898	0.003924888	0.037733063	812762	0.6500193	0.19023158	0.1597491
Alfalfa County	Oklahoma	0.5928753	0.40712467	0.8967232	0.042596586	0.03533205	0.046481363	102966	0.60266495	0.19021814	0.20711692
Nome Census Area	Alaska	0.53007406	0.46992594	0.16299716	0.005002849	0.7572536	0.017777778	175500	0.6898519	0.19525926	0.11488889
Clermont County	Ohio	0.49318132	0.5068187	0.9597726	0.013114674	0.0023100975	0.01624082	3592922	0.6351426	0.19275731	0.17210004
Kleberg County	Texas	0.5098116	0.49018845	0.91080594	0.042364925	0.0084556015	0.711995	575240	0.6516254	0.21529622	0.13307837
Portage County	Ohio	0.48937353	0.5106265	0.9203733	0.04325288	0.0019743806	0.014775898	2910280	0.6245825	0.20352028	0.1718972
Baker County	Georgia	0.48189387	0.5181061	0.5114522	0.4650082	0.00310964	0.047614273	59814	0.62117565	0.17469154	0.20413281
Evangeline Parish	Louisiana	0.5072815	0.49271852	0.6981924	0.28412256	0.0033616975	0.027990073	609216	0.6459138	0.1918712	0.16221504
Fremont County	Colorado	0.5775521	0.42244792	0.91677266	0.039481446	0.018597621	0.12693764	844194	0.5934015	0.2000109	0.20658758
Karnes County	Texas	0.5917821	0.40821794	0.88635975	0.09389906	0.009814791	0.511969	268778	0.61457413	0.22559883	0.15982707
Richland County	Wisconsin	0.5028117	0.49718833	0.9762834	0.0059728506	0.0034201904	0.02117647	320450	0.6266188	0.16240287	0.21097831
Pendleton County	West Virginia	0.5061408	0.49385917	0.9610535	0.02162702	0.0026679784	0.01120849	134184	0.60149497	0.15961665	0.2388884
Columbia County	Washington	0.49547455	0.5045254	0.9454732	0.004954469	0.016302694	0.065487556	72258	0.60551083	0.14813584	0.24635334
Tipton County	Tennessee	0.49166295	0.508337	0.7831354	0.18706201	0.0045053363	0.023736315	1104468	0.6448109	0.1965435	0.15864561
Rains County	Texas	0.5030186	0.49698135	0.94165313	0.025550056	0.010764284	0.081286475	198434	0.61496013	0.15686324	0.22817662
Mobile County	Alabama	0.47929427	0.52070576	0.6045501	0.35188788	0.009544491	0.025517315	7448276	0.6356773	0.19613397	0.16818872
Guadalupe County	New Mexico	0.5646202	0.43537977	0.9236052	0.020237196	0.026909871	0.7961912	82126	0.6162604	0.1959063	0.18783332
Warren County	Pennsylvania	0.50029176	0.4997082	0.98052585	0.004322782	0.002409951	0.0088779135	740264	0.6117034	0.16895999	0.21933661
Yellowstone County	Montana	0.49000087	0.5099991	0.9163569	0.0068333675	0.04362107	0.050372742	2741840	0.6293485	0.19341026	0.17724119
Pontotoc County	Oklahoma	0.48705345	0.51294655	0.71111566	0.023904033	0.18290979	0.04547039	682730	0.63542104	0.19742504	0.16715392
Quitman County	Georgia	0.4811112	0.5188888	0.50783193	0.48138765	0.0033170553	0.014650327	43412	0.6063992	0.14984336	0.24375749
Coos County	Oregon	0.49277747	0.50722253	0.91050404	0.0062439446	0.028226582	0.058706842	1133258	0.6040222	0.16021419	0.23576361
Harris County	Georgia	0.4988979	0.5011021	0.8004041	0.17082237	0.00398933	0.029976187	587066	0.62636226	0.1803	0.19333772
Weld County	Colorado	0.5018458	0.49815425	0.93486196	0.01301823	0.016430337	0.28610298	4817552	0.65214926	0.20665537	0.14119536
Archuleta County	Colorado	0.5035088	0.49649116	0.93231404	0.0042724167	0.0303887	0.18280488	220016	0.6045697	0.15022089	0.24520944
Tulsa County	Oklahoma	0.48775378	0.5122462	0.7405405	0.10881979	0.06617612	0.11508182	11139518	0.6404039	0.2042627	0.15533338
Honolulu County	Hawaii	0.5023788	0.49762118	0.22012642	0.024256922	0.0031234545	0.088932194	17528028	0.62114996	0.20933183	0.16951822
Prairie County	Montana	0.5094196	0.4905804	0.9568982	6.6603237E-4	0.0034253092	0.018648906	21020	0.597098	0.12702188	0.27588013
Webb County	Texas	0.48705858	0.5129414	0.9780458	0.006054868	0.0055538965	0.9557943	4674916	0.6902274	0.20348194	0.10629068
Wrangell City and Borough	Alaska	0.5196594	0.4803406	0.7150435	0.0031175842	0.16313806	0.019682657	42982	0.61898005	0.15334326	0.2276767
Bladen County	North Carolina	0.47894642	0.5210536	0.6061759	0.34895155	0.027439522	0.07336068	625594	0.6228273	0.17657138	0.20060135
Sabine Parish	Louisiana	0.4961648	0.5038352	0.70696026	0.16702701	0.08800969	0.035469197	435702	0.6331438	0.1744518	0.19240445
Lawrence County	Mississippi	0.49093848	0.5090615	0.6748864	0.31157812	0.0026389374	0.02091052	228880	0.6353373	0.1810949	0.1835678
Osage County	Missouri	0.5194268	0.48057318	0.9870891	0.0027723825	0.0025064272	0.00689066	248162	0.63488364	0.1844118	0.18070453
Clark County	Kansas	0.48687056	0.5131294	0.9509834	0.0018020801	0.009267841	0.08613943	38844	0.6383998	0.15122026	0.21037999
Hamilton County	New York	0.5053113	0.49468866	0.97179747	0.008147923	0.0028249247	0.012210212	85666	0.5860435	0.14312562	0.2708309
Houston County	Minnesota	0.49712527	0.50287473	0.9744835	0.0061790515	0.0019066787	0.008126924	339858	0.62226284	0.16526315	0.21247403
Caldwell County	North Carolina	0.49364403	0.506356	0.92394066	0.049799718	0.005656815	0.047718477	1478924	0.6200494	0.1873335	0.19261706
Wayne County	Mississippi	0.48096374	0.5190363	0.5952838	0.39219248	0.0023882946	0.013407876	370976	0.6403056	0.18514135	0.17455307
Morris County	Kansas	0.4984737	0.5015263	0.9686294	0.0053372243	0.005797992	0.040451553	104174	0.6150575	0.15295564	0.23198687
Arthur County	Nebraska	0.48704416	0.51295584	0.96880996	2.3992322E-4	0.004318618	0.043426104	8336	0.6497121	0.15451056	0.19577736
Assumption Parish	Louisiana	0.4883655	0.51163447	0.6795496	0.30158457	0.006463075	0.023686737	416520	0.63002014	0.19083117	0.17914866
Garrard County	Kentucky	0.4937556	0.5062444	0.96373737	0.021471048	0.0018514036	0.023073854	305714	0.6237202	0.18519269	0.1910871
Maui County	Hawaii	0.4999463	0.5000537	0.35510427	0.0065355375	0.0054286113	0.1058234	2867400	0.6241599	0.19488595	0.18095417
Waupaca County	Wisconsin	0.5043297	0.49567032	0.9770682	0.0037087137	0.005868757	0.02716244	938870	0.61962575	0.17274383	0.20763046
Lewis County	Idaho	0.5008143	0.49918568	0.905014	0.0041589113	0.05665426	0.038273614	68768	0.62105924	0.14121394	0.23772685
Burnett County	Wisconsin	0.5069672	0.49303278	0.91904277	0.00580541	0.047876537	0.014195024	276294	0.6038785	0.14242437	0.25369716
Brevard County	Florida	0.48906818	0.5109318	0.8421701	0.104911126	0.004516501	0.088113345	9957266	0.6071389	0.16975774	0.2231034
Pike County	Georgia	0.4908464	0.5091536	0.87815523	0.100848444	0.0029443437	0.012991217	321294	0.6415993	0.19027121	0.1681295
Madison County	Tennessee	0.47388664	0.5261134	0.6022141	0.37039298	0.0029156334	0.03498873	1767026	0.63527757	0.19372493	0.17099749
Sanborn County	South Dakota	0.5221272	0.47787276	0.98087186	0.001180749	0.0033060974	0.019931044	42346	0.61942095	0.16025126	0.22032778
Douglas County	Colorado	0.49585038	0.5041496	0.9168709	0.012996628	0.0046676607	0.07930063	5443412	0.656876	0.20329253	0.13983141
Johnson County	Iowa	0.49834007	0.5016599	0.86061656	0.05623688	0.002854939	0.050983828	2473608	0.62724894	0.24752548	0.12522559
Eastland County	Texas	0.49124628	0.5087537	0.9530881	0.020563208	0.010230272	0.15112297	331174	0.6308345	0.16171257	0.20745288
Mayes County	Oklahoma	0.49817428	0.5018257	0.6811587	0.005001082	0.21788922	0.029719789	739440	0.63680893	0.17764525	0.18554582
McCook County	South Dakota	0.5005347	0.4994653	0.97997785	0.003208302	0.0067334734	0.024557373	100988	0.6414623	0.15846437	0.20007327
Nash County	North Carolina	0.48171678	0.5182832	0.57740647	0.38749242	0.009211476	0.064233586	1710258	0.6289215	0.18681742	0.18426108
Neosho County	Kansas	0.49467438	0.5053256	0.9501949	0.012417442	0.013405425	0.04628627	295552	0.6391701	0.16909376	0.19173615
Johnson County	Arkansas	0.49649173	0.50350827	0.9395313	0.019569715	0.011288401	0.12876262	464902	0.63897985	0.19035195	0.17066823
