county,state,male,female,white,black,asian,hispanic,total_population,young,mid_age,senior
Colfax,NM,0.5094445,0.49055552,0.9434767,0.007869694,0.022494491,0.48248318,236858,0.6105093,0.15692946,0.23256128
Douglas,WI,0.499881,0.500119,0.9330631,0.011309319,0.019828651,0.013043567,789968,0.6185554,0.19244577,0.18899879
Kimball,NE,0.5006655,0.49933454,0.95288515,0.001981604,0.016828842,0.07645441,67622,0.6216616,0.15496436,0.22337405
Fulton,IN,0.497987,0.50201297,0.9672092,0.007555479,0.008014204,0.045964293,370592,0.63361865,0.17444251,0.19193885
Coos,OR,0.49277747,0.50722253,0.91050404,0.006243945,0.028226582,0.058706842,1133258,0.6040222,0.16021419,0.23576361
Richland,IL,0.49167058,0.50832945,0.97396535,0.005410689,0.002209709,0.014118732,290536,0.62249774,0.17558238,0.2019199
Lancaster,VA,0.4705182,0.5294818,0.70126224,0.27912953,0.002212872,0.014279477,201548,0.58665925,0.12413916,0.2892016
Roane,TN,0.4908405,0.5091595,0.9478894,0.026465656,0.003771013,0.014992635,962606,0.61119604,0.1696073,0.21919663
Thomas,NE,0.5093229,0.49067715,0.9869153,0.001472031,0.003761858,0.023388943,12228,0.6280667,0.15268236,0.2192509
Whitman,WA,0.5090187,0.49098128,0.852347,0.020867813,0.007337315,0.05212636,833820,0.62832147,0.25829557,0.11338299
Lake,OH,0.4879242,0.5120758,0.93454146,0.036159903,0.001728745,0.03716511,4132478,0.6185146,0.18239348,0.19909193
Davis,IA,0.49558172,0.50441825,0.98488784,0.001293153,0.00230739,0.011511594,157754,0.6569025,0.16006567,0.18303181
Tyler,TX,0.539315,0.460685,0.86395985,0.11316899,0.007044034,0.0708635,387562,0.6095025,0.1890046,0.20149292
Sumner,KS,0.4990924,0.5009076,0.9503911,0.011265392,0.012509825,0.049524684,427504,0.63875425,0.16814111,0.19310462
Cullman,AL,0.49439058,0.50560945,0.96582854,0.011685685,0.005805085,0.042428743,1456654,0.6257066,0.18804397,0.18624945
Travis,TX,0.50389665,0.49610335,0.8095214,0.08937225,0.013408352,0.3363802,19764100,0.63108426,0.24850436,0.12041135
Pulaski,ME,0.56456643,0.43543354,0.78845286,0.121655576,0.009746948,0.09898046,954350,0.65643,0.24619375,0.09737623
Pottawatomie,OK,0.47830945,0.52169055,0.76721835,0.030047342,0.13241854,0.045150362,1272858,0.63831395,0.19183601,0.16985005
Swain,NC,0.485737,0.51426303,0.66069984,0.008572754,0.28161106,0.043776102,254294,0.6272543,0.17982335,0.19292237
Lee,FL,0.49007118,0.5099288,0.8746091,0.08862981,0.005058971,0.19118974,11786982,0.605481,0.16518155,0.22933741
Grant,NE,0.53301215,0.46698788,0.9857245,0.001249108,0.00267666,0.012669521,11208,0.6123305,0.1546217,0.23304783
Delta,ME,0.4960467,0.5039533,0.9465179,0.002688911,0.024641301,0.010251096,661978,0.6139962,0.16228032,0.22372344
Mason,ME,0.49568582,0.5043142,0.9592791,0.007653782,0.011033976,0.042144142,517130,0.6171195,0.16250846,0.22037205
Kalamazoo,ME,0.48989317,0.5101068,0.82513267,0.113183215,0.004978421,0.04346312,4593826,0.63009137,0.213613,0.15629564
Renville,ME,0.50653833,0.49346164,0.9692818,0.003779812,0.010220028,0.07250696,275146,0.6245666,0.161994,0.2134394
Redwood,ME,0.49700996,0.50299007,0.8951512,0.006127847,0.049015746,0.025545597,284276,0.6346438,0.16048136,0.20487484
Casey,KY,0.48797217,0.5120278,0.9783283,0.006517542,0.00308799,0.025798311,286918,0.62588614,0.18233432,0.19177954
Tolland,CT,0.503149,0.49685103,0.9050663,0.035335463,0.002271326,0.047571573,2740250,0.62533677,0.2053152,0.16934805
Culberson,TX,0.48622358,0.5137764,0.93075854,0.008577316,0.022761034,0.7496765,41738,0.6449758,0.17444535,0.18057884
Harrisonburg city,VA,0.47321507,0.5267849,0.8487493,0.07735478,0.006841078,0.17240481,913014,0.6390866,0.26496854,0.09594486
Clay,GA,0.46344075,0.5365593,0.37904578,0.6048246,0.003354387,0.009884737,56046,0.62054384,0.15133998,0.22811618
Crawford,IN,0.5070197,0.49298027,0.978392,0.004118797,0.004108343,0.01367357,191318,0.6251268,0.17751074,0.19736251
Zapata,TX,0.50183225,0.49816772,0.98835784,0.002930077,0.003945836,0.93788236,255966,0.68657553,0.18999007,0.123434365
Bonner,ID,0.50144285,0.49855712,0.9623127,0.002175773,0.008403452,0.025469506,740886,0.61422676,0.15680414,0.2289691
Charlotte,VA,0.49460107,0.5053989,0.6837296,0.2951773,0.003428746,0.021586737,222822,0.6233406,0.1657646,0.2108948
Dent,ME,0.49717748,0.5028225,0.9653538,0.00422845,0.009353844,0.012777893,280954,0.6262413,0.16723734,0.20652135
Durham,NC,0.47883952,0.5211605,0.52992576,0.388115,0.009775697,0.13384485,5116566,0.62699103,0.2334085,0.13960047
LaMoure,ND,0.5133648,0.4866352,0.98492247,0.002724208,0.004396494,0.010006744,74150,0.61552256,0.14037761,0.2440998
Chelan,WA,0.49859127,0.50140876,0.9419749,0.006897008,0.01782241,0.2667856,1329562,0.63518965,0.17744716,0.1873632
Brown,KS,0.48754314,0.5124569,0.8582602,0.014080709,0.094452,0.035387192,177974,0.63711554,0.160692,0.20219246
Atascosa,TX,0.4951662,0.50483376,0.9612987,0.010715744,0.010899592,0.62649375,837646,0.654933,0.18518443,0.15988258
Hampton,SC,0.51338905,0.48661092,0.43861294,0.54070634,0.004027236,0.037517454,370974,0.62765855,0.19547461,0.17686684
Oregon,ME,0.4927265,0.5072735,0.96245843,0.002094113,0.013062793,0.014516474,196742,0.6245743,0.15594026,0.21948542
Eagle,CO,0.5315646,0.46843538,0.9532301,0.010744726,0.012115584,0.2988426,945394,0.62863106,0.24156912,0.12979986
Madison,ME,0.4914671,0.50853294,0.97344613,0.003757366,0.004144816,0.021913463,221964,0.6285524,0.17693861,0.19450901
Washington,TX,0.4922732,0.5077268,0.7881816,0.17851052,0.00468448,0.14520264,615650,0.6312905,0.16833752,0.20037197
Taney,ME,0.48617604,0.5138239,0.94959545,0.011886525,0.009507963,0.051460773,954358,0.6228114,0.18175255,0.19543609
Pike,IL,0.5014361,0.49856386,0.96967995,0.017562741,0.001960556,0.011893582,291754,0.6226033,0.17481166,0.20258506
Baltimore city,ME,0.4706693,0.52933073,0.3117214,0.6382235,0.004428076,0.04520005,11178218,0.6217386,0.22435266,0.1539087
Ellis,OK,0.48940986,0.51059014,0.9559418,0.004823498,0.021800054,0.06847211,74220,0.6308812,0.15801671,0.21110213
Grand,CO,0.53218067,0.46781936,0.9605662,0.005416055,0.006625539,0.07749827,262922,0.60501975,0.19873574,0.19624451
Alpena,ME,0.49143767,0.5085623,0.97449005,0.003349561,0.005385942,0.011841459,525442,0.6116108,0.16396672,0.22442248
Juab,UT,0.5120363,0.48796365,0.9675147,0.003762694,0.010090861,0.041742384,187100,0.6949279,0.17632282,0.12874933
Sutter,CA,0.4967357,0.5032643,0.7483784,0.023975147,0.02294936,0.29421866,1711856,0.64765435,0.19513206,0.15721357
Delaware,IA,0.49981034,0.50018966,0.9847824,0.003761728,0.001340313,0.010324204,316344,0.63393646,0.1668342,0.19922931
Robertson,TX,0.4942981,0.5057019,0.7561226,0.2137422,0.009426056,0.19080055,298322,0.63613814,0.17228363,0.19157822
Jackson,AL,0.49189097,0.50810903,0.9188719,0.033936266,0.01551,0.02638717,951902,0.6212982,0.18172143,0.19698036
Sherman,KS,0.5015668,0.49843317,0.9648295,0.00921659,0.005529954,0.11487558,108500,0.6295576,0.17081106,0.19963133
Boulder,CO,0.5018427,0.49815732,0.91235274,0.01034359,0.0083378,0.13541204,5511046,0.625447,0.21992922,0.15462382
Washakie,WY,0.50163513,0.49836484,0.9533191,0.004364797,0.016522931,0.1381834,151668,0.6347285,0.16291505,0.20235646
Peach,GA,0.4838007,0.5161993,0.51664376,0.4525929,0.004571275,0.07053057,490454,0.6417095,0.1992195,0.15907098
Graham,AZ,0.5355137,0.46448633,0.81165123,0.019806309,0.14353849,0.31419805,672614,0.6580966,0.20274332,0.13916005
Warren,NC,0.5041377,0.4958623,0.40462258,0.5211088,0.055023976,0.036479715,371220,0.6086445,0.1694844,0.22187112
Mingo,WV,0.49219486,0.50780517,0.9679276,0.018566238,7.67E-04,0.005809669,469562,0.62073165,0.18898463,0.19028372
Audubon,IA,0.48553482,0.51446515,0.983088,0.003374895,0.001987438,0.009149714,106670,0.6163214,0.1504078,0.23327084
Delaware,PA,0.47987017,0.52012986,0.71997523,0.20734121,0.001877174,0.032620423,10094964,0.6307583,0.19305745,0.17618428
Menard,TX,0.5011135,0.49888653,0.96755743,0.010274319,0.014323312,0.35793096,39516,0.6041097,0.13422412,0.26166615
McIntosh,ND,0.48813546,0.51186454,0.9761503,0.002775097,0.005228443,0.017213643,49728,0.60004425,0.12868002,0.27127573
Beaver,PA,0.48363945,0.5163605,0.91272235,0.06319884,0.001299682,0.013231104,3056132,0.6116781,0.17608827,0.21223363
Hood,TX,0.49135226,0.50864774,0.9652033,0.00669265,0.008790535,0.110690184,952388,0.6149416,0.15832308,0.22673532
Kiowa,KS,0.49415064,0.50584936,0.9597774,0.008894537,0.010165184,0.0516146,45646,0.6304167,0.16693686,0.20264645
Newport News city,VA,0.4841458,0.51585424,0.50786734,0.41507486,0.005494627,0.08033363,3262096,0.63625383,0.22048432,0.14326188
Comal,TX,0.49229178,0.50770825,0.94660544,0.01978002,0.008053212,0.25808224,2118906,0.6277862,0.17519324,0.19702053
Southeast Fairbanks Census Area,AK,0.55566114,0.44433883,0.8023858,0.013529141,0.11818196,0.043692473,126246,0.6422778,0.19245759,0.16526464
Lawrence,OH,0.487188,0.512812,0.95852745,0.021232493,0.002230749,0.008099251,1114424,0.6253203,0.18802,0.18665965
Person,NC,0.48512176,0.5148782,0.7026303,0.27090287,0.008085598,0.040826477,707678,0.62336683,0.18111627,0.19551688
Ashley,AR,0.485063,0.51493704,0.7209639,0.2576871,0.006640991,0.050197773,384280,0.6314016,0.17858852,0.19000989
Palo Alto,IA,0.49643162,0.5035684,0.97358793,0.008084346,0.003286514,0.019347254,166742,0.62573916,0.16207674,0.21218409
Washington,CO,0.5155384,0.48446158,0.9728944,0.007134282,0.002308829,0.088728294,86624,0.6233838,0.16445789,0.21215829
Pawnee,NE,0.49912506,0.50087494,0.9765189,0.004395068,0.001790583,0.016278028,49146,0.6192366,0.13699996,0.24376348
Fayette,PA,0.49227268,0.5077273,0.9325061,0.046991,0.001634548,0.009256687,2433700,0.60964006,0.18192258,0.20843735
Morris,TX,0.4810413,0.5189587,0.73604107,0.22854903,0.010352183,0.08367942,229710,0.62682515,0.16552609,0.20764877
Elbert,CO,0.5010742,0.49892583,0.95614386,0.007849176,0.007577708,0.05870734,427306,0.6302743,0.16808797,0.2016377
Clarke,GA,0.47602743,0.5239726,0.6580953,0.27407956,0.003754426,0.104863614,2159052,0.62674963,0.26395056,0.10929982
Yellow Medicine,ME,0.50955504,0.49044496,0.9452083,0.003105116,0.03392748,0.040235773,183568,0.6285845,0.16485444,0.20656106
New Castle,DE,0.48410663,0.51589334,0.6768877,0.24721193,0.004065117,0.09130625,9836370,0.6288238,0.20657356,0.1646026
Ohio,WV,0.47864673,0.5213533,0.933613,0.036361143,0.001526051,0.009631133,787654,0.61347115,0.17745355,0.2090753
Conejos,CO,0.4979174,0.5020826,0.93120086,0.006780164,0.034992654,0.54768354,148374,0.65283674,0.1613625,0.18580075
Polk,FL,0.4901285,0.5098715,0.80091155,0.15495828,0.006128415,0.18911867,11211056,0.6277987,0.18337952,0.18882182
Montgomery,VA,0.5191289,0.4808711,0.87614954,0.040402696,0.002821699,0.02892964,1728746,0.6233009,0.25130528,0.12539378
Kodiak Island Borough,AK,0.5323788,0.4676212,0.5751079,0.010454897,0.1323804,0.08153049,248496,0.650107,0.21398333,0.13590963
Bucks,PA,0.4903788,0.5096212,0.899964,0.03909761,0.002570497,0.04623167,11267082,0.62178737,0.18431622,0.19389643
McDonough,IL,0.49831113,0.50168884,0.9078428,0.052686952,0.002855146,0.026641103,577904,0.6171596,0.22467573,0.15816468
Grenada,ME,0.4737042,0.5262958,0.56539434,0.42087138,0.002196663,0.010726695,389682,0.633881,0.18510991,0.18100913
Todd,ME,0.5123479,0.48765215,0.9698154,0.004932812,0.004589188,0.052809577,442344,0.6341874,0.16217469,0.2036379
Muskingum,OH,0.4845412,0.51545876,0.9292826,0.038702466,0.002573021,0.008891316,1549152,0.630605,0.18609214,0.18330286
Caledonia,VT,0.49757412,0.5024259,0.9659015,0.006675649,0.004787261,0.012433978,558148,0.62156993,0.17632778,0.2021023
Harris,GA,0.4988979,0.5011021,0.8004041,0.17082237,0.00398933,0.029976187,587066,0.62636226,0.1803,0.19333772
Mercer,IL,0.49529505,0.50470495,0.98311853,0.00444032,0.00121662,0.02011204,290970,0.6217067,0.16903804,0.20925525
Lincoln,GA,0.48936048,0.5106395,0.66349894,0.31738117,0.003565442,0.013551521,140796,0.610202,0.16726327,0.22253473
Walton,FL,0.509462,0.49053803,0.8980312,0.05673972,0.00900042,0.05648246,1057284,0.6111026,0.18733756,0.20155984
Hamilton,TX,0.49372128,0.5062787,0.9618084,0.007617019,0.015700113,0.10924829,150190,0.6162527,0.15317264,0.23057461
Norfolk city,VA,0.5199032,0.48009685,0.4896483,0.43317962,0.006307976,0.0711349,4401412,0.6222476,0.2500493,0.12770312
Morgan,GA,0.4839106,0.51608944,0.7415956,0.2328982,0.006356392,0.02963629,322510,0.6311153,0.17435429,0.1945304
Lonoke,AR,0.49297282,0.5070272,0.9065982,0.05993708,0.006431561,0.037526414,1262524,0.6460772,0.2048666,0.14905618
Catahoula Parish,LA,0.5302779,0.4697221,0.6736276,0.31331792,0.003762374,0.010994373,184458,0.6234915,0.19528565,0.18122283
Laramie,WY,0.5029201,0.49707988,0.9203326,0.02873564,0.011993066,0.1372268,1701650,0.63154465,0.1998954,0.16855992
Lafayette,ME,0.4946728,0.5053272,0.946728,0.022876015,0.005000975,0.024692105,594684,0.63160604,0.17831992,0.19007406
Adams,IA,0.49632007,0.50367993,0.97996646,0.002330141,0.00483078,0.010514052,70382,0.61612344,0.1584638,0.22541274
Crockett,TN,0.47862276,0.52137727,0.839541,0.13369547,0.004730152,0.09455727,262148,0.63330257,0.1825114,0.18418603
Latimer,OK,0.5071998,0.49280018,0.6917263,0.01005318,0.21399058,0.030333402,195560,0.63315606,0.17548066,0.19136326
Calhoun,TX,0.50949264,0.49050733,0.90356153,0.030072095,0.00712721,0.47315213,388932,0.6421817,0.18150474,0.1763136
Benton,IA,0.49854675,0.5014532,0.9812903,0.00450785,0.001901883,0.012501771,465854,0.6344949,0.17783898,0.18766609
Henry,KY,0.4927988,0.5072012,0.9501627,0.027641097,0.003088792,0.031390745,278426,0.6320674,0.18077335,0.18715924
Chesapeake city,VA,0.48796052,0.5120395,0.63094753,0.3017769,0.004474747,0.04908626,4119116,0.6382066,0.20572035,0.15607305
Lipscomb,TX,0.5113263,0.48867366,0.93610454,0.015600117,0.019955149,0.31528488,61538,0.64974487,0.1797101,0.17054503
Steuben,NY,0.4968258,0.5031742,0.9538004,0.015595282,0.002644873,0.014901933,1773998,0.6254336,0.18008082,0.19448556
Hitchcock,NE,0.49872655,0.50127345,0.97997224,0.002431118,0.00563402,0.023732346,51828,0.6158061,0.14864552,0.23554835
San Patricio,TX,0.49853486,0.50146514,0.9470504,0.0193906,0.008782433,0.55460054,1184182,0.6521396,0.18804458,0.1598158
Pike,IN,0.50162494,0.4983751,0.9829779,0.0045322,0.00255595,0.0110143,227704,0.62128025,0.17570178,0.20301795
Lake,FL,0.4839412,0.5160588,0.8496642,0.1042119,0.006318762,0.13159356,5559634,0.61119777,0.16332874,0.22547348
Canadian,OK,0.49631384,0.5036862,0.8497104,0.027595568,0.0503217,0.07467875,2229416,0.64477915,0.20508106,0.15013976
Tyler,WV,0.4924975,0.5075025,0.98752844,0.002227499,0.002080631,0.006400999,163412,0.61193794,0.16898392,0.21907815
Converse,WY,0.50784403,0.49215597,0.9629011,0.006973357,0.010741028,0.07101585,252676,0.63796324,0.18542719,0.17660958
Hancock,ME,0.49417132,0.5058287,0.88682014,0.07635752,0.005737749,0.03524231,813908,0.6267674,0.18071207,0.19252053
Logan,CO,0.55794865,0.44205135,0.9254242,0.037888534,0.013978246,0.15329829,397904,0.61857885,0.20385821,0.17756294
Lincoln,SD,0.49584004,0.5041599,0.9586969,0.010353704,0.005314795,0.015581857,877174,0.6556191,0.21219394,0.132187
St. Lucie,FL,0.48837444,0.5116256,0.75603604,0.20003155,0.005397071,0.17228997,5159836,0.6181598,0.17418034,0.2076599
Caldwell,ME,0.50378054,0.49621946,0.9691395,0.005604406,0.005725191,0.017912358,165584,0.635164,0.16885689,0.19597907
Greene,IL,0.5050345,0.4949655,0.97989464,0.009530031,0.002123229,0.010060838,244910,0.62352294,0.18077253,0.19570455
Columbus,NC,0.4940354,0.5059646,0.63778746,0.30739,0.034391258,0.047966346,1034100,0.6244831,0.18802726,0.1874896
Emmet,IA,0.50164324,0.49835676,0.95687604,0.008327227,0.014278418,0.084415875,180132,0.62791175,0.16838762,0.20370062
Natchitoches Parish,LA,0.4776676,0.5223324,0.54909235,0.415428,0.010319196,0.019964173,708970,0.64449835,0.19544974,0.16005191
Beauregard Parish,LA,0.51107854,0.48892146,0.82644343,0.13079742,0.011158437,0.03255645,650808,0.6400121,0.19546932,0.16451856
Monona,IA,0.49151096,0.508489,0.9710532,0.003766134,0.011237461,0.014564822,164094,0.6191451,0.14771411,0.23314077
Winchester city,VA,0.493114,0.506886,0.8206171,0.11433683,0.008499543,0.16060707,484026,0.6302637,0.20637941,0.16335693
Catawba,NC,0.4895913,0.5104087,0.851931,0.08738797,0.005316302,0.08732993,2791414,0.62871253,0.19119844,0.18008901
Clear Creek,CO,0.5204762,0.4795238,0.9572049,0.007383071,0.010668477,0.0532454,164972,0.58946365,0.17998812,0.23054822
Cheboygan,ME,0.4982021,0.5017979,0.9343152,0.005710226,0.029998062,0.010839094,464430,0.6048812,0.15478113,0.24033763
Washington,OR,0.49242496,0.50757504,0.8292303,0.020872148,0.011116598,0.16018185,9902670,0.6353153,0.21825457,0.1464301
Butte,CA,0.4949036,0.5050964,0.8707928,0.017190544,0.024115777,0.14907208,3998710,0.62172604,0.19808589,0.1801881
Asotin,WA,0.48419005,0.51580995,0.94739133,0.00506992,0.015680792,0.033478696,394878,0.617378,0.16992843,0.21269354
Coffey,KS,0.49363115,0.5063688,0.9631993,0.007140428,0.007964324,0.023069076,152932,0.6279261,0.16486412,0.20720974
Winnebago,IA,0.49172047,0.50827956,0.9676719,0.011257679,0.002525961,0.03664203,192402,0.6231432,0.16555442,0.21130238
Geneva,AL,0.48974445,0.5102556,0.87473863,0.09617906,0.009189346,0.03601477,482080,0.62230957,0.17914662,0.19854382
Wayne,IA,0.4881835,0.5118165,0.9814027,0.003854903,0.002483113,0.012867041,115178,0.6306239,0.15385751,0.2155186
Louisa,VA,0.49326098,0.506739,0.7976263,0.17094569,0.004288314,0.024631575,610030,0.616868,0.18188614,0.20124584
McDowell,WV,0.4932673,0.5067327,0.8938661,0.09233052,0.001716181,0.006347228,378748,0.611388,0.1782346,0.21037735
Lewis,WA,0.5001072,0.49989277,0.9325864,0.006855795,0.018216994,0.09225282,1361476,0.6244186,0.17359468,0.20198667
Polk,OR,0.48572904,0.51427096,0.90947145,0.007594667,0.02528005,0.12640744,1389396,0.6374439,0.1869611,0.175595
Calhoun,SC,0.48559815,0.51440185,0.5579777,0.42317775,0.004561206,0.032905843,270104,0.616059,0.17219293,0.21174806
Chattooga,GA,0.5157144,0.48428556,0.8646515,0.10824035,0.003569275,0.04373564,457796,0.62359655,0.19673173,0.17967173
Henry,TN,0.4839906,0.5160094,0.89626807,0.08028929,0.003433898,0.02003623,581846,0.61680067,0.16850507,0.21469426
Ventura,CA,0.49581766,0.50418234,0.8516735,0.022116218,0.018234214,0.4125972,15036568,0.63845795,0.20061839,0.16092369
Leake,ME,0.517465,0.48253497,0.5072745,0.4122267,0.06790491,0.042779144,419410,0.6579099,0.18343864,0.15865144
Montgomery,KS,0.4909653,0.5090347,0.85268587,0.05688961,0.034883644,0.057109024,619832,0.6355303,0.17367932,0.19079041
Hickory,ME,0.49045435,0.5095456,0.96987134,0.003455066,0.007900664,0.012346261,169606,0.59512633,0.12803793,0.27683574
Lee,NC,0.48835033,0.51164967,0.7532665,0.20341685,0.012609395,0.18795757,1059686,0.639313,0.19254288,0.16814415
Brown,WI,0.49572468,0.5042753,0.89336383,0.02491412,0.03088905,0.07773334,4556372,0.6365562,0.20319939,0.16024438
Fayette,WV,0.5027841,0.4972159,0.93594015,0.046162628,0.002297522,0.009558373,820014,0.6147651,0.18076155,0.20447333
Caldwell Parish,LA,0.51298034,0.48701966,0.8144292,0.1697446,0.003138711,0.02524231,180966,0.62768143,0.19114088,0.18117768
Benton,OR,0.50145257,0.49854743,0.8852423,0.010715385,0.00890641,0.067364104,1560000,0.61799425,0.22195898,0.1600468
Wilson,TX,0.49983945,0.5001606,0.95525056,0.017134571,0.008845164,0.3855711,809708,0.6398677,0.18258311,0.17754918
Donley,TX,0.49301434,0.50698566,0.92652696,0.049641445,0.006120178,0.09588279,64704,0.63125926,0.1581046,0.21063612
Erie,NY,0.4831598,0.51684016,0.80681044,0.13835566,0.007043451,0.048533052,16576250,0.6199515,0.19382435,0.18622415
Columbia,WI,0.50912195,0.49087805,0.96226037,0.014251544,0.006121798,0.028146556,1020942,0.6242627,0.18745923,0.18827808
Imperial,CA,0.5117592,0.48824078,0.89697313,0.035858527,0.025885312,0.8178261,3188140,0.6603609,0.20314102,0.13649808
Summers,WV,0.44982174,0.5501783,0.93128294,0.04806843,0.003287429,0.015562134,244568,0.5974126,0.17973325,0.22285418
Chatham,GA,0.4822664,0.51773363,0.5446602,0.40442687,0.003251005,0.058124308,4962158,0.628163,0.21656626,0.15527076
Snohomish,WA,0.50095016,0.4990498,0.80952,0.029472182,0.015602381,0.09363666,13315404,0.6300161,0.2109649,0.15901898
